3	4	1	2	3	3457	848	1331	-1
4	4	1	2	3	2602	576	1186	1
1	4	1	2	3	2628	920	771	0
1	4	1	2	3	2136	865	996	0
4	4	1	2	3	2518	585	711	1
2	4	1	2	3	2038	688	1088	1
3	4	1	2	3	2200	872	0	0
1	4	1	2	3	2047	707	0	-1
3	4	1	2	3	2178	832	0	0
4	4	1	2	3	2480	753	628	1
2	4	1	2	3	2659	603	0	1
2	4	1	2	3	2454	882	904	1
4	4	1	2	3	2103	894	822	1
3	4	1	2	3	1659	928	0	0
1	4	1	2	3	2428	751	0	-1
2	4	1	2	3	1819	665	991	0
4	4	1	2	3	2015	938	682	1
3	4	1	2	3	1727	538	0	-1
1	4	1	2	3	1745	687	0	-1
2	4	1	2	3	1840	907	0	1
3	4	1	2	3	2137	733	0	0
3	4	1	2	3	1759	785	0	-1
4	4	1	2	3	1918	894	640	1
1	4	1	2	3	1783	895	791	0
1	4	1	2	3	1180	789	1426	0
3	4	1	2	3	1744	844	0	0
4	4	1	2	3	1996	648	521	1
3	4	1	2	3	2199	852	0	0
2	4	1	2	3	2158	677	0	0
2	4	1	2	3	2415	812	0	1
4	4	1	2	3	1265	576	600	0
2	4	1	2	3	1982	526	0	1
2	4	1	2	3	2632	891	0	1
2	4	1	2	3	1752	602	0	0
3	4	1	2	3	2174	709	0	0
1	4	1	2	3	1617	747	849	0
4	4	1	2	3	1551	511	588	1
2	4	1	2	3	2267	883	0	1
4	4	1	2	3	1823	626	570	0
2	4	1	2	3	2247	604	0	1
3	4	1	2	3	1708	636	0	0
2	4	1	2	3	1768	709	0	1
1	4	1	2	3	1832	958	566	0
4	4	1	2	3	1486	839	531	1
4	4	1	2	3	1653	914	555	1
4	4	1	2	3	2115	773	722	1
4	4	1	2	3	1548	972	513	0
4	4	1	2	3	2035	768	546	1
2	4	1	2	3	2083	903	0	1
3	4	1	2	3	1744	711	0	0
3	4	1	2	3	2307	721	0	0
3	4	1	2	3	1711	948	0	0
1	4	1	2	3	5000	916	663	0
1	4	1	2	3	1617	554	433	-1
1	4	1	2	3	1815	930	412	0
1	4	1	2	3	2300	838	452	-1
3	4	1	2	3	1633	763	0	0
3	4	1	2	3	1487	534	0	-1
1	4	1	2	3	2235	513	575	0
2	4	1	2	3	2125	598	0	1
2	4	1	2	3	2527	525	0	1
1	4	1	2	3	1000	555	738	0
2	4	1	2	3	2172	897	0	1
2	4	1	2	3	1817	928	0	1
4	4	1	2	3	1761	799	521	1
3	4	1	2	3	1222	709	0	0
2	4	1	2	3	2314	738	0	1
1	4	1	2	3	1486	575	572	-1
2	4	1	2	3	1949	871	0	1
1	4	1	2	3	1260	536	483	0
4	4	1	2	3	2308	835	593	1
1	4	1	2	3	1573	630	580	0
3	4	1	2	3	2757	825	0	-1
1	4	1	2	3	1916	892	629	0
4	4	1	2	3	1852	964	517	1
1	4	1	2	3	2964	511	618	0
4	4	1	2	3	1834	571	529	1
3	4	1	2	3	1306	764	0	0
4	4	1	2	3	1658	761	504	0
3	4	1	2	3	2224	915	0	0
6	6	7	8	5	2134	762	636	1
