2	4	3	2	1	2251	782	292	0
3	4	3	2	1	1988	883	512	0
1	4	3	2	1	2324	962	339	-1
4	4	3	2	1	1743	914	424	1
1	4	3	2	1	2039	832	0	-1
2	4	3	2	1	1573	910	539	0
4	4	3	2	1	1246	880	0	0
3	4	3	2	1	2671	662	417	0
3	4	3	2	1	1510	891	0	-1
2	4	3	2	1	2065	935	376	0
1	4	3	2	1	2243	828	0	0
4	4	3	2	1	1861	788	905	0
1	4	3	2	1	1474	864	0	0
3	4	3	2	1	2151	543	0	-1
4	4	3	2	1	1610	554	488	1
2	4	3	2	1	1212	735	533	1
2	4	3	2	1	1286	960	570	0
2	4	3	2	1	2374	521	443	0
1	4	3	2	1	1478	615	0	0
4	4	3	2	1	2678	851	473	1
3	4	3	2	1	2305	710	0	-1
4	4	3	2	1	1386	709	338	1
2	4	3	2	1	2121	706	467	0
2	4	3	2	1	2040	961	394	0
1	4	3	2	1	1439	547	0	0
1	4	3	2	1	1755	763	0	0
1	4	3	2	1	2202	580	0	-1
1	4	3	2	1	2295	841	0	0
3	4	3	2	1	1485	870	524	-1
4	4	3	2	1	3219	927	340	1
4	4	3	2	1	2572	724	321	1
1	4	3	2	1	2140	728	0	0
2	4	3	2	1	2822	752	419	0
4	4	3	2	1	1600	634	434	0
3	4	3	2	1	1874	938	0	-1
2	4	3	2	1	1539	816	538	1
3	4	3	2	1	1851	779	512	0
2	4	3	2	1	1782	905	426	0
3	4	3	2	1	1874	644	626	-1
2	4	3	2	1	2527	615	377	0
4	4	3	2	1	1638	854	399	0
1	4	3	2	1	1985	997	362	-1
3	4	3	2	1	2592	877	478	-1
2	4	3	2	1	1871	573	467	0
1	4	3	2	1	3539	791	324	-1
1	4	3	2	1	1576	989	0	0
3	4	3	2	1	2420	685	377	0
3	4	3	2	1	2298	933	352	0
1	4	3	2	1	1979	853	0	0
3	4	3	2	1	2572	547	605	0
3	4	3	2	1	1504	541	461	0
3	4	3	2	1	1779	512	447	0
1	4	3	2	1	1000	904	0	-1
4	4	3	2	1	2180	898	467	1
2	4	3	2	1	1720	721	442	0
2	4	3	2	1	2009	805	312	0
4	4	3	2	1	1892	631	393	1
4	4	3	2	1	2649	768	456	1
2	4	3	2	1	1330	510	382	1
2	4	3	2	1	2587	657	382	0
3	4	3	2	1	2276	750	421	-1
2	4	3	2	1	1469	615	468	0
1	4	3	2	1	1960	941	0	0
2	4	3	2	1	2355	967	387	1
3	4	3	2	1	2599	699	508	0
4	4	3	2	1	3460	914	425	1
3	4	3	2	1	1522	525	563	0
1	4	3	2	1	1502	567	0	0
3	4	3	2	1	2422	994	451	0
4	4	3	2	1	1733	695	419	1
4	4	3	2	1	1000	985	391	1
4	4	3	2	1	1268	557	445	1
4	4	3	2	1	1989	867	387	1
1	4	3	2	1	2403	745	0	0
4	4	3	2	1	2583	617	440	1
1	4	3	2	1	2147	753	0	0
