3	2	3	4	1	2593	868	0	-1
4	2	3	4	1	1874	996	0	1
1	2	3	4	1	2027	957	806	0
1	2	3	4	1	1952	863	0	0
4	2	3	4	1	1614	691	1037	0
1	2	3	4	1	2915	897	0	0
2	2	3	4	1	2374	824	1080	1
2	2	3	4	1	1818	887	825	1
1	2	3	4	1	3320	647	1006	-1
3	2	3	4	1	1392	803	983	0
1	2	3	4	1	2438	677	0	0
4	2	3	4	1	2606	578	0	0
3	2	3	4	1	2489	702	985	0
4	2	3	4	1	2569	505	0	1
2	2	3	4	1	1740	614	1255	1
3	2	3	4	1	2399	797	0	-1
2	2	3	4	1	1987	767	1211	1
3	2	3	4	1	1200	771	975	0
3	2	3	4	1	1837	576	548	0
1	2	3	4	1	2338	627	0	0
3	2	3	4	1	2611	978	852	-1
3	2	3	4	1	1687	575	0	-1
1	2	3	4	1	2767	738	0	0
4	2	3	4	1	2705	919	1386	1
1	2	3	4	1	1739	718	0	0
2	2	3	4	1	1504	640	1299	0
1	2	3	4	1	2946	873	0	0
2	2	3	4	1	2972	980	0	0
4	2	3	4	1	1963	711	0	1
1	2	3	4	1	1722	916	493	-1
1	2	3	4	1	1834	692	0	0
4	2	3	4	1	1501	551	0	1
2	2	3	4	1	1843	793	973	1
1	2	3	4	1	1460	640	0	0
4	2	3	4	1	2085	805	0	1
3	2	3	4	1	2042	574	0	-1
2	2	3	4	1	1714	928	1069	0
2	2	3	4	1	2815	966	0	0
2	2	3	4	1	2385	705	0	0
3	2	3	4	1	1715	739	1155	0
2	2	3	4	1	2010	712	0	0
3	2	3	4	1	1935	623	0	0
4	2	3	4	1	1647	692	0	1
1	2	3	4	1	2762	929	770	0
2	2	3	4	1	1252	992	1134	1
3	2	3	4	1	1590	771	0	-1
2	2	3	4	1	2433	679	782	1
4	2	3	4	1	1667	837	0	1
3	2	3	4	1	2029	904	0	-1
1	2	3	4	1	2196	612	890	-1
4	2	3	4	1	1924	839	0	1
3	2	3	4	1	2715	757	1275	-1
2	2	3	4	1	2420	655	573	1
2	2	3	4	1	2248	886	703	1
1	2	3	4	1	1482	712	707	-1
1	2	3	4	1	1228	548	0	0
3	2	3	4	1	2105	533	0	0
4	2	3	4	1	2592	609	0	1
3	2	3	4	1	1991	789	1282	0
1	2	3	4	1	1531	640	0	0
2	2	3	4	1	1856	735	755	1
2	2	3	4	1	1527	891	846	0
4	2	3	4	1	3110	925	0	1
1	2	3	4	1	1923	719	0	-1
4	2	3	4	1	2061	515	0	1
1	2	3	4	1	2694	894	0	0
2	2	3	4	1	2033	689	648	1
3	2	3	4	1	3158	600	829	0
4	2	3	4	1	2547	695	0	1
3	2	3	4	1	2927	749	797	0
1	2	3	4	1	1809	821	0	-1
2	2	3	4	1	2373	636	950	1
4	2	3	4	1	1523	943	0	1
1	2	3	4	1	2383	725	0	0
4	2	3	4	1	1582	547	0	1
4	2	3	4	1	2301	912	0	1
4	2	3	4	1	1729	851	0	0
4	2	3	4	1	1902	520	0	1
4	2	3	4	1	1284	690	0	1
4	2	3	4	1	2087	839	0	1
2	2	3	4	1	1825	637	858	0
1	2	3	4	1	2602	570	0	0
1	2	3	4	1	1624	863	593	0
4	2	3	4	1	2522	928	0	1
3	2	3	4	1	1773	643	705	0
3	2	3	4	1	1571	669	590	0
